tipo,cruce,origen,destino,pago_operador,prioridad
PTT-00,,IMPULSORA GANE,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),0.0,1
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
MDC-01,,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,1
LOC-02,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 5 / ELM / ELECTRIC MEXICO (SEPS),125.0,1
PTT-00,,NORDAM,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-03,,PUENTE  ZARAGOZA,"UNIS, LLC",250.0,1
LOC-04,,SAIA,18 LEIGH FISHER,250.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,IMPULSORA GANE,0.0,1
LOC-02,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,PUENTE ZARAGOZA,FLETES SOTELO,APTIV / RIO BRAVO 7 FV32,250.0,10
LOC-01,,EAGLE OTAWA / ANTONIO J. BERMUDEZ,FLETES SOTELO,250.0,1
PTT-00,PUENTE ZARAGOZA,RIO BRAVO INTERNACIONAL,FLETES SOTELO,0.0,10
PTT-00,,RM2,GYSA  CDJ,0.0,1
PTT-00,,GYSA JUAREZ JDC,RM2,0.0,1
MDC-01,,AGENCIA ALVELAIS,ELECTROLUX / REFRIGERADORES,0.0,1
LOC-01,,PACTIV DE MEXICO S. DE R.L DE C.V.,IMPULSORA GANE,125.0,1
LOC-04,PUENTE AMERICAS,FLETES SOTELO,RIO BRAVO INTERNACIONAL,250.0,10
PTT-00,,YARDA DEL SIETE,APTIV / RIO BRAVO 7 FV32,0.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,SOUTHWIRE COMPANY,250.0,1
LOC-04,,KORIMA / KUNA LOOP,APEX DIVERSIFIED / ESTHER LAMA,125.0,1
PTT-00,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,FOREFRONT,0.0,1
LOC-01,,GYSA JUAREZ JDC,GYSA JUAREZ 5,125.0,1
LOC-01,,THUASNE MX,BASE SOTELO CHIHUAHUA,125.0,1
MDC-01,,THUASNE MEXICO,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,PUENTE AMERICAS,KORIMA / KUNA LOOP,KORIMA / KUNA LOOP,0.0,10
PTT-00,,GYSA  CDJ,PHINIA / BERMUDEZ,0.0,1
TRI-02,PUENTE ZARAGOZA,18 LEIGH FISHER,GYSA JDC,500.0,10
TRI-02,,GGLOBAL,FLETES SOTELO,500.0,1
PTT-00,,SHELTER AIN SERVICIOS,GYSA JUAREZ 4,0.0,1
LOC-04,,EASTLAKE LOGISTICS PARK,18 LEIGH FISHER,250.0,1
LOC-02,,FLETES SOTELO,GYSA JDC,250.0,1
LOC-01,,SMTC BODEGA 2,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,SMTC BODEGA 2,0.0,1
PTT-00,,FLETES SOTELO,RIO BRAVO INTERNACIONAL,0.0,1
LOC-03,,"TMX LOGISTICS, INC.",RIO BRAVO INTERNACIONAL,250.0,1
PTT-00,,NA KELLY,EASTLAKE LOGISTICS PARK,0.0,1
LOC-04,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,UNI-TRADE FORWARDING LC,250.0,10
LOC-04,,IBCA LOGYSTICS,CFI,250.0,1
PTT-00,PUENTE ZARAGOZA,MESILLA VALLEY TRANSPORTATION,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
PTT-00,,ELECTROLUX / REFRIGERADORES,GYSA  CDJ,0.0,1
LOC-03,,IBCA LOGYSTICS,KORIMA / KUNA LOOP,250.0,1
PTT-00,,GYSA JUAREZ 1,SHELTER AIN SERVICIOS,0.0,1
PTT-00,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
PTT-00,,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / PRODUCTO TERMINADO,0.0,1
LOC-04,,LEGRAND DPC,EASTLAKE LOGISTICS PARK,625.0,1
LOC-03,,STEWART EFI TEXAS LLC,18 LEIGH FISHER,125.0,1
S-TER-02,PUENTE ZARAGOZA,MERYWEATHER FOAM,ELECTROLUX / REFRIGERADORES,1000.0,10
PTT-00,,SMTC BODEGA,BASE SOTELO CHIHUAHUA,0.0,1
MDC-01,,MELTON,P Y H TRAILER ENTERPRISES INC,250.0,1
LOC-03,,M Y N PLASTICS,STEWART EFI TEXAS LLC,375.0,1
LOC-02,,SMTC PLANTA 1,SMTC BODEGA,125.0,1
PTT-00,,MESILLA VALLEY TRANSPORTATION,ELECTROLUX / PRODUCTO TERMINADO,0.0,1
L-VAC-05,PUENTE AMERICAS,ELECTROLUX / REFRIGERADORES,MERYWEATHER FOAM,750.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),0.0,1
S-TER-02,,MERYWEATHER FOAM,ACSA,1000.0,1
MDC-01,PUENTE AMERICAS,18 LEIGH FISHER,FLETES SOTELO,250.0,10
MDC-01,PUENTE ZARAGOZA,13699 GATEWAY WEST,FLETES SOTELO,375.0,10
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,IMPULSORA GANE,0.0,1
MDC-01,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,10
PTT-00,,NA KELLY,CFI,0.0,1
PTT-00,,13699 GATEWAY WEST,CFI,0.0,1
PTT-00,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),125.0,1
LOC-02,,APTIV RIO BRAVO 1 FV39,FLETES SOTELO,125.0,1
MDC-01,,PRECOS ZARAGOZA,GYSA  CDJ,250.0,1
PTT-00,,PRECOS ZARAGOZA,ELECTROLUX / LAVADORAS,0.0,1
PTT-00,,FLETES SOTELO,PRECOS ZARAGOZA,0.0,1
IMP-02,PUENTE ZARAGOZA,13699 GATEWAY WEST,PRECOS ZARAGOZA,500.0,10
FAL-00,PUENTE ZARAGOZA,FLETES SOTELO,EXPEDITORS  #1,250.0,10
LOC-02,,GYSA JUAREZ 4,FLETES SOTELO,250.0,1
LOC-04,,EXPEDITORS  #1,18 LEIGH FISHER,250.0,1
TRI-02,PUENTE ZARAGOZA,GGLOBAL,PRECOS ZARAGOZA,500.0,10
TRE-02,PUENTE ZARAGOZA,PRECOS ZARAGOZA,KORIMA / KUNA LOOP,500.0,10
PTT-00,,CFI,SMTC PULLMAN,0.0,1
LOC-04,,LEGRAND DPC,CFI,625.0,1
LOC-02,,GYSA JUAREZ 5,FLETES SOTELO,250.0,1
LOC-02,,GYSA JUAREZ 2,GYSA JUAREZ 5,250.0,1
MDC-01,,KORIMA / KUNA LOOP,UNI-TRADE FORWARDING LC,250.0,1
PTT-00,,APTIV RIO BRAVO 1 FV39,GYSA JUAREZ 2,0.0,1
MDC-01,,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / PRODUCTO TERMINADO,375.0,1
PTT-00,,YARDA ARIES,MELTON,0.0,1
PTT-00,,IMPULSORA GANE,NORDAM,0.0,1
S-TER-01,PUENTE STA TERESA,FLETES SOTELO,KORIMA / KUNA LOOP,1500.0,10
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,BASE SOTELO CHIHUAHUA,0.0,1
FAL-00,,13699 GATEWAY WEST,GYSA  CDJ,250.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,250.0,1
PTT-00,,IMPULSORA GANE,YAZAKI COMPONENTES PLANTA 2,0.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,0.0,1
PTT-00,,GYSA JUAREZ 1,GYSA JUAREZ 2,0.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
PTT-00,,ACSA,ELECTROLUX / REFRIGERADORES,0.0,1
TRI-QMS,PUENTE ZARAGOZA,IBCA LOGYSTICS,PRECOS ZARAGOZA,1000.0,10
LOC-03,,M Y N PLASTICS,"EAST WEST EL PASO, LLC",375.0,1
MDC-01,,UNI-TRADE FORWARDING LC,P Y H TRAILER ENTERPRISES INC,125.0,1
LOC-04,,KORIMA / KUNA LOOP,UNI-TRADE FORWARDING LC,250.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,950 LOMA VERDE,125.0,1
PTT-00,,XYLEM,IMPULSORA GANE,0.0,1
PTT-00,,MELTON,KORIMA / KUNA LOOP,0.0,1
LOC-01,,DTR PLANTA 4,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,DTR PLANTA 4,0.0,1
PTT-01,,EAGLE OTAWA / ANTONIO J. BERMUDEZ,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-00,,DTR PLANTA 4,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,DTR PLANTA 4,125.0,1
PTT-01,,FLETES SOTELO,EAGLE OTAWA / ANTONIO J. BERMUDEZ,0.0,1
TRI-02,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,PRECOS ZARAGOZA,500.0,10
LOC-02,,GYSA JUAREZ 3,FLETES SOTELO,125.0,1
MDC-01,,RIO BRAVO INTERNACIONAL,13699 GATEWAY WEST,250.0,1
PTT-00,,13699 GATEWAY WEST,ELECTROLUX / PRODUCTO TERMINADO,0.0,1
PTT-00,,GYSA JUAREZ JDC,GYSA JUAREZ 3,0.0,1
TRE-QMS,PUENTE ZARAGOZA,PRECOS ZARAGOZA,KORIMA / KUNA LOOP,1000.0,10
EXP-02,PUENTE ZARAGOZA,GYSA  CDJ,RIO BRAVO INTERNACIONAL,500.0,10
PTT-00,,GYSA JUAREZ 3,GYSA JUAREZ JDC,0.0,1
PTT-00,,ACSA,GYSA JUAREZ 1,0.0,1
STER-ELP,,YARDA ARIES,CAT SCALE,625.0,1
MDC-01,,CHIEF ENTERPRISES,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,UPRR SANTA TERESA,YARDA ARIES,0.0,1
MDC-01,,GYSA  CDJ,GYSA JUAREZ 2,250.0,1
PTT-00,,SMTC PLANTA 1,SMTC PLANTA 1,0.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR  TRIUNFO,250.0,1
PTT-00,,XYLEM,DARTAEROSPACE,0.0,1
LOC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
MDC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,ATLAS AEROSPACE,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
MDC-01,,GYSA JDC,GYSA JUAREZ JDC,125.0,1
MDC-01,,GYSA JUAREZ 2,GYSA JUAREZ 4,250.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,CFI,18 LEIGH FISHER,0.0,1
FAL-00,,CFI,FLETES SOTELO,250.0,1
E-VACIO,PUENTE ZARAGOZA,FLETES SOTELO,KORIMA / KUNA LOOP,250.0,10
PTT-00,,13699 GATEWAY WEST,SMTC PULLMAN,0.0,1
LOC-04,,IBCA LOGYSTICS,13699 GATEWAY WEST,250.0,1
LOC-04,,ARIES WORLDWIDE LOGISTICS C/O,TEXTAPE / 915 PENDALE,250.0,1
MDC-01,,P Y H TRAILER ENTERPRISES INC,KORIMA / KUNA LOOP,250.0,1
LOC-01,,FLETES SOTELO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
LOC-03,,SUMITOMO ELECTRIC WIRING,FEDERAL-MOGUL EL PASO,125.0,1
LOC-04,,KORIMA / KUNA LOOP,SUMITOMO ELECTRIC WIRING,250.0,1
PTT-00,,DARTAEROSPACE,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
PTT-00,,SAFRAN CABIN,SAFRAN CABIN,0.0,1
LOC-03,,PUENTE  ZARAGOZA,KORIMA / KUNA LOOP,250.0,1
PTT-00,,13699 GATEWAY WEST,PUENTE  ZARAGOZA,0.0,1
MDC-01,,GYSA JUAREZ 1,GYSA JUAREZ 2,125.0,1
PTT-00,PUENTE AMERICAS,NA KELLY,KORIMA / KUNA LOOP,0.0,10
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,GGLOBAL,0.0,10
LOC-04,,EXPEDITORS  #1,CFI,250.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,XYLEM,0.0,1
PTT-00,,ELECTROLUX / PRODUCTO TERMINADO,FLETES SOTELO,0.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
PTT-00,,EL SIETE,APTIV / RIO BRAVO 7 FV32,0.0,1
LOC-01,,FLETES SOTELO,PHINIA / BERMUDEZ,125.0,1
L-VAC-05,PUENTE ZARAGOZA,ELECTROLUX / LAVADORAS,YARDA ARIES,750.0,10
LOC-03,,KORIMA / KUNA LOOP,EXPEDITORS #2,125.0,1
LOC-02,,GYSA JUAREZ 1,GYSA  CDJ,250.0,1
LOC-01,,BASCULA  KM20,FLETES SOTELO,250.0,1
LOC-01,,FLETES SOTELO,BASCULA  KM20,250.0,1
LOC-01,,DESPONCHADO LLANTAMAX,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,DESPONCHADO LLANTAMAX,125.0,1
LOC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,125.0,1
LOC-02,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,SAFRAN BODEGA COMPLEJO,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),125.0,1
PTT-00,,SMTC PLANTA 1,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
PTT-00,PUENTE AMERICAS,KORIMA / KUNA LOOP,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
MDC-01,,GYSA JUAREZ 2,GYSA  CDJ,250.0,1
FAL-00,PUENTE ZARAGOZA,GYSA  CDJ,13699 GATEWAY WEST,250.0,10
LOC-01,,THUASNE MEXICO,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,THUASNE MEXICO,0.0,1
LOC-04,,ABF FREIGHT,18 LEIGH FISHER,250.0,1
MDC-01,,FLETES SOTELO,NA KELLY,250.0,1
LOC-03,,IBCA LOGYSTICS,ABF FREIGHT,250.0,1
PTT-00,,GYSA JUAREZ 4,GYSA JUAREZ 3,0.0,1
LOC-04,,GGLOBAL,KORIMA / KUNA LOOP,250.0,1
FAL-00,PUENTE ZARAGOZA,18 LEIGH FISHER,GYSA JUAREZ JDC,250.0,10
LOC-04,,EASTLAKE LOGISTICS PARK,UNI-TRADE FORWARDING LC,125.0,1
LOC-03,,NIPPON EXPRESS USA,18 LEIGH FISHER,125.0,1
LOC-04,,"EAST WEST EL PASO, LLC",NIPPON EXPRESS USA,125.0,1
LOC-02,,MGS PLASTICS CHIHUAHUA SA DE CV,CENTURY MOLD MEXICO S DE RL DE CV,125.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,NORDAM,0.0,1
LOC-02,,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",MGS PLASTICS CHIHUAHUA SA DE CV,125.0,1
PTT-00,,THUASNE MEXICO,PACTIV DE MEXICO S. DE R.L DE C.V.,0.0,1
MDC-01,,GYSA  CDJ,GYSA JUAREZ 1,250.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,THUASNE MEXICO,125.0,1
LOC-02,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
LOC-02,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
MDC-01,,FIGEAC,BASE SOTELO CHIHUAHUA,125.0,1
PTT-01,,LEAR LAS TORRES,FLETES SOTELO,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,0.0,1
PTT-00,,GYSA JUAREZ JDC,18 LEIGH FISHER,0.0,1
PTT-00,,ATLAS AEROSPACE,SMTC PLANTA 1,0.0,1
E-VACIO,PUENTE AMERICAS,ELECTROLUX / PLASTICOS,ARIES WORLDWIDE LOGISTICS C/O,500.0,10
LOC-01,,IMPULSORA GANE,XYLEM,125.0,1
LOC-02,,GYSA JUAREZ 2,GYSA JUAREZ 4,250.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,0.0,1
TRI-QMS,PUENTE ZARAGOZA,ESCOTO CUSTOMS BROKERS INC,PRECOS ZARAGOZA,1000.0,10
LOC-02,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,HONEYWELL OPTOELECTRICA,250.0,1
LOC-03,,SOUTHWIRE COMPANY,"EAST WEST EL PASO, LLC",375.0,1
LOC-01,,GYSA  CDJ,GYSA JUAREZ 2,250.0,1
PTT-00,,IMPULSORA GANE,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
LOC-01,,GYSA JUAREZ 4,FLETES SOTELO,250.0,1
PTT-00,,IMPULSORA GANE,SAFRAN CABIN,0.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN BODEGA COMPLEJO,0.0,1
LOC-02,,SAFRAN BODEGA COMPLEJO,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,125.0,1
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,250.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,ELCOM INC.,500.0,10
TRI-QMS,PUENTE ZARAGOZA,ELCOM INC.,PRECOS ZARAGOZA,1000.0,10
PTT-00,,FLETES SOTELO,SMTC PULLMAN,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,IBCA LOGYSTICS,0.0,10
LOC-03,,SUMITOMO ELECTRIC WIRING,DELFINGEN US-TEXAS,125.0,1
MDC-01,,DSV,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,125.0,1
PTT-00,PUENTE AMERICAS,FLETES SOTELO,ELCOM INC.,0.0,10
LOC-01,,KYOCERA AVX COMPONETS,FLETES SOTELO,125.0,1
MDC-01,,KORIMA / KUNA LOOP,CFI,250.0,1
PTT-01,,FLETES SOTELO,KYOCERA AVX COMPONETS,0.0,1
LOC-03,PUENTE ZARAGOZA,"TMX LOGISTICS, INC.",RIO BRAVO INTERNACIONAL,250.0,10
LOC-03,,ADVANCED PAPERWORKS,ELLIOT TAPE 28 WALTER JONES,250.0,1
LOC-03,,DELFINGEN US-TEXAS,ADVANCED PAPERWORKS,250.0,1
PTT-00,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,0.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,CHANDLER,0.0,1
PTT-00,,CHANDLER,XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,SMTC PULLMAN,0.0,10
PTT-00,,PRECOS ZARAGOZA,GYSA  CDJ,0.0,1
PTT-00,PUENTE ZARAGOZA,GYSA  CDJ,GGLOBAL,0.0,10
LOC-01,,APTIV / RIO BRAVO 7 FV32,GYSA JUAREZ 1,250.0,1
LOC-04,,RIO BRAVO INTERNACIONAL,KORIMA / KUNA LOOP,250.0,1
PTT-08,,ARNPRIOR AEROSPACE CHIHUAHUA,BASE SOTELO CHIHUAHUA,0.0,1
PTT-08,,BASE SOTELO CHIHUAHUA,ARNPRIOR AEROSPACE CHIHUAHUA,0.0,1
PTT-00,,NA KELLY,IBCA LOGYSTICS,0.0,1
PTT-00,,GYSA JUAREZ JDC,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
LOC-04,,IBCA LOGYSTICS,NA KELLY,250.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,PACTIV DE MEXICO S. DE R.L DE C.V.,0.0,1
LOC-02,,ALMAZAN,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
LOC-04,,FLETES SOTELO,DELFINGEN US-TEXAS,250.0,1
LOC-01,,FLETES SOTELO,TECMA PLANTA 31,250.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,ALMAZAN,250.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,HONEYWELL OPTOELECTRICA,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),125.0,1
I-VACIO,,ELCOM INC.,FLETES SOTELO,250.0,1
LOC-03,,13699 GATEWAY WEST,KORIMA / KUNA LOOP,250.0,1
LOC-02,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
LOC-01,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
PTT-00,,PHINIA / BERMUDEZ,GYSA  CDJ,0.0,1
MDC-01,,ELECTROLUX / LAVADORAS,FLETES SOTELO,375.0,1
LOC-02,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),BASE SOTELO CHIHUAHUA,125.0,1
E-VACIO,PUENTE ZARAGOZA,FLETES SOTELO,13699 GATEWAY WEST,375.0,10
PTT-01,,HONEYWELL OPTOELECTRICA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-01,,FLETES SOTELO,HONEYWELL OPTOELECTRICA,0.0,1
MDC-01,,APTIV RIO BRAVO 1 FV39,FLETES SOTELO,125.0,1
LOC-04,,EXPEDITORS  #1,13699 GATEWAY WEST,250.0,1
PTT-00,,GYSA JUAREZ 3,GYSA JUAREZ 1,0.0,1
LOC-04,,ESCOTO CUSTOMS BROKERS INC,KORIMA / KUNA LOOP,250.0,1
LOC-03,,EXPEDITORS #2,CFI,250.0,1
PTT-00,PUENTE ZARAGOZA,FOREFRONT,GGLOBAL,0.0,10
LOC-03,,CFI,EXPEDITORS #2,250.0,1
LOC-04,,RIO BRAVO INTERNACIONAL,ESCOTO CUSTOMS BROKERS INC,250.0,1
PTT-00,,UNI-TRADE FORWARDING LC,EASTLAKE LOGISTICS PARK,0.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR ZARAGOZA,0.0,1
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,DSV,125.0,1
MDC-01,,CENTRAL DE ABASTOS CHIHUAHUA,IGLESIA,125.0,1
LOC-01,,GYSA  CDJ,PKC GROUP  / FRESNEL 7650,250.0,1
LOC-03,,ADVANCED PAPERWORKS,"EAST WEST EL PASO, LLC",250.0,1
PTT-01,,TORO COMPANY DE MEXICO PLANTA 2,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,ADVANCED PAPERWORKS,250.0,1
LOC-03,,DELFINGEN US-TEXAS,APEX DIVERSIFIED / ESTHER LAMA,125.0,1
LOC-01,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),125.0,1
TRE-02,PUENTE ZARAGOZA,PRECOS ZARAGOZA,13699 GATEWAY WEST,500.0,10
PTT-00,,KYOCERA AVX COMPONETS,GYSA  CDJ,0.0,1
PTT-00,,FLETES SOTELO,KYOCERA AVX COMPONETS,0.0,1
MDC-01,,KORIMA / KUNA LOOP,LEGRAND DPC,625.0,1
PTT-01,,KYOCERA AVX COMPONETS,FLETES SOTELO,0.0,1
MDC-01,,KORIMA / KUNA LOOP,RIO BRAVO INTERNACIONAL,125.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),DTR,0.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,950 LOMA VERDE,125.0,1
PTT-00,,GYSA JUAREZ JDC,GYSA  CDJ,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,0.0,1
LOC-03,,FEDERAL-MOGUL EL PASO,APEX DIVERSIFIED / ESTHER LAMA,125.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
PTT-00,,HOTEL RED ROOF INN CHITO SAMANIEGO DR,IBCA LOGYSTICS,0.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),BODEGA NUEVA XOMOX,0.0,1
LOC-01,,CESSNA PLANTA 8,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,CESSNA PLANTA 4.1,CESSNA PLANTA 8,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,CESSNA PLANTA 4.1,0.0,1
MDC-01,,CESSNA PLANTA 4.1,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,BODEGA NUEVA XOMOX,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,GYSA JDC,GYSA  CDJ,0.0,1
MDC-01,,GYSA JUAREZ JDC,GYSA  CDJ,125.0,1
PTT-00,,GYSA JUAREZ JDC,GYSA JUAREZ 1,0.0,1
PTT-00,PUENTE ZARAGOZA,GYSA  CDJ,RIO BRAVO INTERNACIONAL,0.0,10
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SMTC PLANTA 1,0.0,1
TRI-QMS,PUENTE ZARAGOZA,ELCOM INC.,FLETES SOTELO,1000.0,10
